"","sample","alb","biclyr","lob","mac","micmon","muepri","sinstemar","pureCount","hybCount","hyb","sinstemar_1","muepri_1","alb_1","biclyr_1","lob_1","mac1_1","mac2_1","micmon_1","macComb"
"650","SYST-MOR-0007461","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1.3e-05,0.999927,1e-05,0.99994
"651","SYST-MOR-0007462","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.4e-05,1e-05,0.999926,1e-05,0.999936
"652","SYST-MOR-0007463","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"653","SYST-MOR-0007464","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.4e-05,1e-05,0.999926,1e-05,0.999936
"654","SYST-MOR-0007465","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1.2e-05,1e-05,0.029115,0.970823,1e-05,0.999938
"655","SYST-MOR-0007466","none","none","none","pure?","none","none","none",1,0,"pure",1.1e-05,0.006989,1.1e-05,0.016299,1e-05,0.261036,0.715635,1e-05,0.976671
"656","SYST-MOR-0007467","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.423109,0.576831,1e-05,0.99994
"657","SYST-MOR-0007468","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.277677,0.722263,1e-05,0.99994
"658","SYST-MOR-0007469","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,0.000277,1e-05,1e-05,0.352212,0.64746,1e-05,0.999672
"659","SYST-MOR-0007470","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.353435,0.646505,1e-05,0.99994
"660","SYST-MOR-0007471","none","none","none","none","none","none","pure?",1,0,"pure",0.981596,1e-05,0.00395,1e-05,1e-05,1e-05,0.014404,1e-05,0.014414
"661","SYST-MOR-0007472","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.005299,0.002478,0.007025,1e-05,0.446065,0.539103,1e-05,0.985168
"662","SYST-MOR-0007473","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.007426,1.6e-05,0.308765,0.683752,1e-05,0.992517
"663","SYST-MOR-0007474","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.333574,0.666366,1e-05,0.99994
"664","SYST-MOR-0007475","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.460115,0.539825,1e-05,0.99994
"665","SYST-MOR-0007476","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.277448,0.722492,1e-05,0.99994
"666","SYST-MOR-0007477","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.309764,0.690176,1e-05,0.99994
"667","SYST-MOR-0007478","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.331376,0.668564,1e-05,0.99994
"668","SYST-MOR-0007479","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.318481,0.681459,1e-05,0.99994
"669","SYST-MOR-0007480","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.317476,0.682464,1e-05,0.99994
"670","SYST-MOR-0007481","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.400371,0.592383,0.007196,0.992754
"671","SYST-MOR-0007482","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,0.009562,1e-05,1e-05,0.303319,0.687069,1e-05,0.990388
"672","SYST-MOR-0007483","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.005533,1e-05,1e-05,1e-05,0.25661,0.737807,1e-05,0.994417
"673","SYST-MOR-0007484","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.435478,0.564462,1e-05,0.99994
"674","SYST-MOR-0007485","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.43883,0.56111,1e-05,0.99994
"675","SYST-MOR-0007486","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,0.006349,1e-05,0.993591,1e-05,0.993601
"676","SYST-MOR-0007487","none","none","hybrid?","pure?","none","none","none",1,1,"uncertain hybrid",0.000819,1e-05,1e-05,1e-05,0.023722,1e-05,0.97541,1e-05,0.97542
"677","SYST-MOR-0007488","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.002894,1e-05,1e-05,0.018647,0.016212,0.962207,1e-05,0.978419
"678","SYST-MOR-0007489","none","none","hybrid?","pure?","none","none","none",1,1,"uncertain hybrid",1e-05,1e-05,1e-05,1e-05,0.03013,1e-05,0.96981,1e-05,0.96982
"679","SYST-MOR-0007490","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.003371,0.000105,0.007567,0.015536,0.012395,0.961006,1e-05,0.973401
"680","SYST-MOR-0007491","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"681","SYST-MOR-0007492","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1.2e-05,0.000628,0.008839,0.022906,1.8e-05,0.967577,1e-05,0.967595
"682","SYST-MOR-0007493","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.007085,1e-05,1e-05,1e-05,1e-05,0.992855,1e-05,0.992865
"683","SYST-MOR-0007494","none","none","hybrid?","pure?","none","none","none",1,1,"uncertain hybrid",1e-05,1e-05,1e-05,1e-05,0.023626,1e-05,0.976314,1e-05,0.976324
"684","SYST-MOR-0007495","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"685","SYST-MOR-0007496","none","none","none","hybrid?","none","none","none",0,1,"uncertain pure",1e-05,0.006652,1e-05,1.1e-05,0.03433,1e-05,0.950867,0.00811,0.950877
"686","SYST-MOR-0007497","none","none","hybrid?","hybrid?","none","none","none",0,2,"hybrid",0.013776,1e-05,0.001189,1e-05,0.029942,1e-05,0.955053,1e-05,0.955063
"687","SYST-MOR-0007498","none","none","hybrid?","hybrid?","none","none","none",0,2,"hybrid",0.001542,0.007066,1e-05,1e-05,0.117024,1e-05,0.874328,1e-05,0.874338
"688","SYST-MOR-0007499","none","none","hybrid?","hybrid?","none","none","hybrid?",0,3,"hybrid",0.014626,0.020628,1e-05,0.001762,0.057987,1e-05,0.904967,1e-05,0.904977
"689","SYST-MOR-0007500","none","none","hybrid?","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,0.011684,1e-05,0.098188,1e-05,0.890078,1e-05,0.890088
"690","SYST-MOR-0007501","none","none","hybrid?","hybrid?","none","none","none",0,2,"hybrid",1e-05,0.003958,1e-05,1e-05,0.129523,1e-05,0.866469,1e-05,0.866479
"691","SYST-MOR-0007502","none","none","hybrid?","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1.1e-05,0.006222,0.111961,1e-05,0.871994,0.009782,0.872004
"692","SYST-MOR-0007503","none","none","none","hybrid?","none","none","none",0,1,"uncertain pure",1e-05,0.000992,1e-05,1e-05,0.069371,1e-05,0.929587,1e-05,0.929597
"693","SYST-MOR-0007504","none","none","hybrid?","hybrid?","none","none","none",0,2,"hybrid",0.001832,0.017896,1e-05,1e-05,0.099237,1e-05,0.880994,1e-05,0.881004
"694","SYST-MOR-0007505","none","none","hybrid?","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,1e-05,0.043586,1e-05,0.956354,1e-05,0.956364
