"","Group.1","alb.x","bic.x","lob.x","lyr.x","mac.x","mic.x","mon.x","mue.x","pri.x","sin.x","ste.x","stemar.x","mar.x","alb.y","bic.y","lob.y","lyr.y","mac.y","mic.y","mon.y","mue.y","pri.y","sin.y","mar.y","ste.y","stemar.y","colnum","species","state","site","lat","long","sp","hyb"
"328","SYST-MOR-0007031",0.99989,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,1e-05,0,0.9999,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"KS_SMP_311_MG","Quercus alba L.","Kansas","Shawnee Mission Park ","38.979953","-94.808065","alb","pure"
"329","SYST-MOR-0007032",0.999883,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0,0,0,0,1e-05,0,0.99989,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1.7e-05,0,1e-05,0,1e-05,"KS_SMP_312_MG","Quercus alba L.","Kansas","Shawnee Mission Park","38.97957","-94.806827","alb","pure"
"330","SYST-MOR-0007033",0.999882,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0.99989,1e-05,2e-05,1e-05,3e-05,1e-05,1.4e-05,1e-05,1e-05,1e-05,1.5e-05,1e-05,2.5e-05,"KS_SMP_313_MG","Quercus alba L.","Kansas","Shawnee Mission Park ","38.979519","-94.80808","alb","pure"
"331","SYST-MOR-0007034",0.999889,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,0.99989,2e-05,2e-05,1.4e-05,2e-05,1.1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"KS_SMP_314_MG","Quercus alba L.","Kansas","Shawnee Mission Park","38.979835","-94.807522","alb","pure"
"332","SYST-MOR-0007035",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,2e-05,2e-05,2e-05,2e-05,2.1e-05,1e-05,1.9e-05,0.9999,1.1e-05,1.1e-05,1e-05,1e-05,2e-05,"KS_KCP_315_MG","Quercus prinoides Willd.","Kansas","Kill Creek Park","38.917272","-94.973531","mue","pure"
"334","SYST-MOR-0007037",1e-05,2.4e-05,1e-05,1e-05,0.999886,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,2.4e-05,1e-05,1e-05,0.999886,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"KS_KZP_317_MG","Quercus macrocarpa Michx.","Kansas","Konza Prairie Biological Station","39.106899","-96.607647","mac","pure"
"335","SYST-MOR-0007038",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"KS_KZP_318_MG","Quercus macrocarpa Michx.","Kansas","Konza Prairie Biological Station","39.107656","-96.606832","mac","pure"
"337","SYST-MOR-0007040",2e-05,1e-05,1e-05,1e-05,0.9999,0,0,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.9999,0,0,1e-05,1e-05,1e-05,0,0,1e-05,"KS_KZP_320_MG","Quercus macrocarpa Michx.","Kansas","Konza Prairie Biological Station","39.107911","-96.604942","mac","pure"
"339","SYST-MOR-0007042",1e-05,1e-05,2e-05,1e-05,0.999887,1e-05,1.3e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,2e-05,1e-05,0.999887,1e-05,1.3e-05,1e-05,1e-05,1e-05,0,0,1e-05,"KS_KZP_322_MG","Quercus macrocarpa Michx.","Kansas","Konza Prairie Biological Station","39.107839","-96.604185","mac","pure"
"340","SYST-MOR-0007043",1e-05,1e-05,2e-05,1e-05,1e-05,0,0,0.99989,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0,0,0.99989,1e-05,1e-05,1e-05,1e-05,2e-05,"KS_KZP_323_MG","Quercus muehlenbergii Engelm.","Kansas","Konza Prairie Biological Station","39.107811","-96.603104","mue","pure"
"341","SYST-MOR-0007044",0,1e-05,1e-05,1e-05,1e-05,0,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,2e-05,1e-05,2e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,2e-05,"KS_KZP_324_MG","Quercus muehlenbergii Engelm.","Kansas","Konza Prairie Biological Station","39.107946","-96.602302","mue","pure"
"342","SYST-MOR-0007045",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,2e-05,1e-05,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,2e-05,1e-05,0,0,0,1e-05,"KS_KZP_325_MG","Quercus macrocarpa Michx.","Kansas","Konza Prairie Biological Station","39.108092","-96.602194","mac","pure"
"346","SYST-MOR-0007049",2e-05,1e-05,1e-05,1e-05,0.9999,0,0,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.9999,0,0,1e-05,1e-05,1e-05,0,0,1e-05,"NY_BIP_329_MG","Quercus macrocarpa Michx.","New York","Buckhorn Island State Park ","43.060034","-78.972551","mac","pure"
"348","SYST-MOR-0007051",0.999875,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0,0,0,0,1.8e-05,0,0.99989,1e-05,1e-05,1e-05,2e-05,1.1e-05,1e-05,0,0,1e-05,1e-05,0,2e-05,"NY_BIP_331_MG","Quercus alba L.","New York","Buckhorn Island State Park ","43.057209","-78.986107","alb","pure"
"350","SYST-MOR-0007053",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0,1e-05,"NY_BIP_333_MG","Quercus alba L.","New York","Buckhorn Island State Park ","43.05678","-78.985107","alb","pure"
"351","SYST-MOR-0007054",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,0.99989,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"NY_BIP_334_MG","Quercus alba L.","New York","Buckhorn Island State Park ","43.056681","-78.984002","alb","pure"
"355","SYST-MOR-0007059",1e-05,0.999889,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,0.99989,1e-05,2e-05,2.4e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"NY_BIP_339_MG","Quercus bicolor Willd.","New York","Buckhorn Island State Park ","43.055626","-78.974953","bic","pure"
"357","SYST-MOR-0007061",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,2.1e-05,2e-05,2e-05,2.8e-05,1.9e-05,1.7e-05,2e-05,1.4e-05,1.7e-05,1.1e-05,1.3e-05,2.3e-05,"NY_SSP_341_MG","Quercus alba L.","New York","Sampson State Park ","42.706592","-76.900946","alb","pure"
"358","SYST-MOR-0007062",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"NY_SSP_342_MG","Quercus alba L.","New York","Sampson State Park ","42.700906","-76.897109","alb","pure"
"359","SYST-MOR-0007064",0.999888,1e-05,1e-05,1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,0.99989,1.4e-05,2e-05,2e-05,2e-05,1e-05,1.4e-05,1.2e-05,1e-05,1e-05,0,0,1e-05,"NY_SSP_344_MG","Quercus alba L.","New York","Sampson State Park ","42.699741","-76.895966","alb","pure"
"360","SYST-MOR-0007065",0.99989,1e-05,1e-05,1e-05,2e-05,0,0,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"NY_SSP_345_MG","Quercus alba L.","New York","Sampson State Park ","42.698392","-76.895201","alb","pure"
"361","SYST-MOR-0007066",2e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,0,1e-05,"NY_SSP_346_MG","Quercus macrocarpa Michx.","New York","Sampson State Park ","42.740505","-76.905845","mac","pure"
"364","SYST-MOR-0007069",2e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,0,1e-05,"NY_SSP_349_MG","Quercus macrocarpa Michx.","New York","Sampson State Park ","42.734695","-76.903081","mac","pure"
"365","SYST-MOR-0007070",2e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,0,0,1e-05,"NY_SSP_350_MG","Quercus macrocarpa Michx.","New York","Sampson State Park ","42.733991","-76.902518","mac","pure"
"366","SYST-MOR-0007071",0,1e-05,1.2e-05,1e-05,0.999898,0,1e-05,2e-05,1e-05,1e-05,0,1e-05,0,0,1e-05,1.2e-05,1e-05,0.999898,0,1e-05,2e-05,1e-05,1e-05,0,0,1e-05,"NY_CMB_351_MG","Quercus macrocarpa Michx.","New York","Chaumont Barrens Nature Preserve ","44.101259","-76.074805","mac","pure"
"367","SYST-MOR-0007072",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"NY_CMB_352_MG","Quercus macrocarpa Michx.","New York","Chaumont Barrens Nature Preserve ","44.099712","-76.075818","mac","pure"
"368","SYST-MOR-0007073",2e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,0,0,1e-05,"NY_CMB_353_MG","Quercus macrocarpa Michx.","New York","Chaumont Barrens Nature Preserve ","44.098864","-76.076791","mac","pure"
"370","SYST-MOR-0007075",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,2e-05,1e-05,0.99989,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"NY_CMB_355_MG","Quercus alba L.","New York","Chaumont Barrens Nature Preserve ","44.098024","-76.079464","alb","pure"
"371","SYST-MOR-0007076",2e-05,1e-05,1e-05,1e-05,0.9999,0,0,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.9999,0,0,1e-05,1e-05,1e-05,0,0,1e-05,"NY_CMB_356_MG","Quercus macrocarpa Michx.","New York","Chaumont Barrens Nature Preserve ","44.097947","-76.079857","mac","pure"
"374","SYST-MOR-0007079",0.999885,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,1e-05,0,0.9999,2e-05,1e-05,1.3e-05,2e-05,1e-05,1.6e-05,1e-05,1e-05,1.6e-05,1e-05,1e-05,2e-05,"NY_CMB_359_MG","Quercus alba L.","New York","Chaumont Barrens Nature Preserve ","44.100976","-76.076863","alb","pure"
"375","SYST-MOR-0007080",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,2.7e-05,1.7e-05,1e-05,1e-05,1e-05,2e-05,"NY_CMB_360_MG","Quercus alba L.","New York","Chaumont Barrens Nature Preserve ","44.102083","-76.078217","alb","pure"
"376","SYST-MOR-0007081",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0,0,1e-05,0,0.9999,1e-05,1.7e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.2e-05,1e-05,2.2e-05,"VT_DHT_361_MG","Quercus alba L.","Vermont","Delaware Hudson Rail Trail","43.604566","-73.180251","alb","pure"
"379","SYST-MOR-0007084",0.99989,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,1e-05,2e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"VT_DHT_364_MG","Quercus alba L.","Vermont","Delaware Hudson Rail Trail","43.600448","-73.18337","alb","pure"
"380","SYST-MOR-0007085",1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,1e-05,0,2e-05,"VT_DHT_365_MG","Quercus macrocarpa Michx.","Vermont","Delaware Hudson Rail Trail","43.6","-73.183676","mac","pure"
"381","SYST-MOR-0007086",1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,0,0,0,1e-05,"VT_DHT_366_MG","Quercus macrocarpa Michx.","Vermont","Delaware Hudson Rail Trail","43.599099","-73.184667","mac","pure"
"382","SYST-MOR-0007087",0.99989,1e-05,1e-05,1e-05,1e-05,0,0,0,0,1e-05,1e-05,2e-05,1e-05,0.99989,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"VT_DHT_367_MG","Quercus alba L.","Vermont","Delaware Hudson Rail Trail","43.598789","-73.185413","alb","pure"
"384","SYST-MOR-0007089",0.999885,1e-05,1e-05,1e-05,2.5e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,0.999885,1e-05,1e-05,1e-05,2.5e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,"VT_DHT_369_MG","Quercus alba L.","Vermont","Delaware Hudson Rail Trail","43.600133","-73.183418","alb","pure"
"385","SYST-MOR-0007090",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,2e-05,2.7e-05,2e-05,2.8e-05,1.2e-05,0.99989,2.7e-05,1.6e-05,1.2e-05,1e-05,1e-05,2e-05,"NY_BKF_370_MG","Quercus montana Willd.","New York","Batten Kill State Forest","43.081232","-73.301638","mon","pure"
"386","SYST-MOR-0007091",0.999881,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.99989,1e-05,2e-05,1e-05,1e-05,1.9e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"NY_BKF_371_MG","Quercus alba L.","New York","Batten Kill State Forest ","43.081314","-73.296727","alb","pure"
"387","SYST-MOR-0007092",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,2e-05,2e-05,2e-05,2.3e-05,1.4e-05,0.99989,2e-05,1.6e-05,1e-05,1e-05,1e-05,2e-05,"NY_BKF_372_MG","Quercus montana Willd.","New York","Batten Kill State Forest","43.081209","-73.296002","mon","pure"
"388","SYST-MOR-0007093",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,0,1e-05,0,2.2e-05,2e-05,2e-05,2e-05,4e-05,1e-05,0.99989,2e-05,1e-05,1.3e-05,1e-05,1e-05,2e-05,"NY_BKF_373_MG","Quercus montana Willd.","New York","Batten Kill State Forest ","43.081346","-73.294873","mon","pure"
"389","SYST-MOR-0007094",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,2e-05,2e-05,2.2e-05,2.1e-05,1.5e-05,0.99989,2e-05,1.1e-05,1.6e-05,1e-05,1.8e-05,2.8e-05,"NY_BKF_374_MG","Quercus montana Willd.","New York","Batten Kill State Forest","43.08144","-73.293408","mon","pure"
"390","SYST-MOR-0007095",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,2e-05,2e-05,2e-05,2.5e-05,1e-05,0.99989,0.000508,1.9e-05,1e-05,1e-05,1e-05,2e-05,"NY_BKF_375_MG","Quercus montana Willd.","New York","Batten Kill State Forest ","43.081874","-73.292845","mon","pure"
"391","SYST-MOR-0007096",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,0,1e-05,0,2e-05,2e-05,2e-05,2e-05,2.8e-05,1e-05,1.1e-05,0.005057,0.99989,1.1e-05,1e-05,1e-05,2e-05,"NY_APB_377_MG","Quercus prinoides Willd.","New York","Albany Pine Bush Preserve","42.719489","-73.860055","pri","pure"
"392","SYST-MOR-0007097",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0,0,1e-05,0,0.999899,1e-05,1e-05,2e-05,2.1e-05,1e-05,1.4e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"NY_APB_376_MG","Quercus alba L.","New York","Albany Pine Bush Preserve","42.720314","-73.858948","alb","pure"
"393","SYST-MOR-0007098",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,0,1e-05,0,2e-05,2e-05,2.3e-05,2e-05,2e-05,1.1e-05,1.7e-05,2e-05,0.99989,1e-05,1e-05,1.4e-05,2.4e-05,"NY_APB_378_MG","Quercus prinoides Willd.","New York","Albany Pine Bush Preserve","42.720207","-73.858751","pri","pure"
"396","SYST-MOR-0007102",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"NY_APB_382_MG","Quercus alba L.","New York","Albany Pine Bush Preserve","42.716618","-73.854881","alb","pure"
"397","SYST-MOR-0007103",0.99988,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,1.2e-05,0,0.99989,1.1e-05,2e-05,1.5e-05,3e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.5e-05,2.5e-05,"NY_APB_383_MG","Quercus alba L.","New York","Albany Pine Bush Preserve","42.715934","-73.853838","alb","pure"
"399","SYST-MOR-0007105",0.999882,1e-05,1e-05,1e-05,2.8e-05,1e-05,1e-05,0,0,0,0,1e-05,0,0.999882,1e-05,1e-05,1e-05,2.8e-05,1e-05,1e-05,0,0,0,0,0,1e-05,"NY_BKF_385_MG","Quercus alba L.","New York","Batten Kill State Forest ","43.075902","-73.295101","alb","pure"
"400","SYST-MOR-0007106",1e-05,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,0,1e-05,0,1e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,2e-05,"MA_BTC_386_MG","Quercus muehlenbergii Engelm.","Massachusetts","Bartholomew's Cobble","42.056112","-73.350116","pri","pure"
"403","SYST-MOR-0007109",0.999881,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,0,0,1e-05,0,0.999881,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,0,0,0,1e-05,"MA_BTC_389_MG","Quercus alba L.","Massachusetts","Bartholomew's Cobble","42.055847","-73.350441","alb","pure"
"406","SYST-MOR-0007112",1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"MA_BTC_392_MG","Quercus macrocarpa Michx.","Massachusetts","Bartholomew's Cobble","42.05793","-73.350321","mac","pure"
"408","SYST-MOR-0007115",2e-05,2.3e-05,1e-05,1e-05,0.999887,1e-05,1e-05,0,0,1e-05,0,1e-05,0,2e-05,2.3e-05,1e-05,1e-05,0.999887,1e-05,1e-05,0,0,1e-05,0,0,1e-05,"MA_NMK_395_MG","Quercus macrocarpa Michx.","Massachusetts","Naumkaeg","42.286953","-73.315492","mac","pure"
"409","SYST-MOR-0007116",1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"MA_NMK_396_MG","Quercus macrocarpa Michx.","Massachusetts","Naumkaeg","42.286675","-73.317187","mac","pure"
"410","SYST-MOR-0007117",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MA_NMK_397_MG","Quercus macrocarpa Michx.","Massachusetts","Naumkaeg","42.289945","-73.317931","mac","pure"
"411","SYST-MOR-0007118",2e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,0,1e-05,0,1e-05,0,2e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,0,1e-05,0,0,1e-05,"MA_NMK_398_MG","Quercus macrocarpa Michx.","Massachusetts","Naumkaeg","42.290072","-73.319391","mac","pure"
"413","SYST-MOR-0007120",0.999889,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,2e-05,2.6e-05,2e-05,3e-05,1.4e-05,1.3e-05,2.9e-05,1.4e-05,1.3e-05,1.9e-05,1e-05,2.9e-05,"MA_LKN_400_MG","Quercus alba L.","Massachusetts","Mass Audubon Lime Kiln Farm ","42.083771","-73.368754","alb","pure"
"414","SYST-MOR-0007121",0.999887,1e-05,2e-05,1e-05,1.3e-05,0,0,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0.999887,1e-05,2e-05,1e-05,1.3e-05,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MA_LKN_401_MG","Quercus alba L.","Massachusetts","Mass Audubon Lime Kiln Farm ","42.080844","-73.370312","alb","pure"
"415","SYST-MOR-0007122",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,2e-05,1e-05,0.99989,1e-05,2e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1.6e-05,1e-05,1e-05,2e-05,"MA_LKN_402_MG","Quercus alba L.","Massachusetts","Mass Audubon Lime Kiln Farm ","42.079132","-73.371131","alb","pure"
"416","SYST-MOR-0007123",2e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,0,1e-05,"MA_SBF_403_MG","Quercus macrocarpa Michx.","Massachusetts","Schenob Brook Fen","42.084548","-73.385045","mac","pure"
"418","SYST-MOR-0007125",0.999868,1e-05,1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,0.999882,1.3e-05,2e-05,2e-05,1.6e-05,1e-05,1.9e-05,1e-05,1.9e-05,1e-05,0,0,1e-05,"MA_SBF_405_MG","Quercus alba L.","Massachusetts","Schenob Brook Fen","42.084738","-73.385193","alb","pure"
"419","SYST-MOR-0007126",2e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,0,1e-05,"MA_SBF_406_MG","Quercus macrocarpa Michx.","Massachusetts","Schenob Brook Fen","42.084745","-73.385533","mac","pure"
"421","SYST-MOR-0007128",0.999865,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.999888,2.2e-05,2.3e-05,1.9e-05,1e-05,1.1e-05,1e-05,1.6e-05,1e-05,1e-05,0,0,1.7e-05,"MA_SBF_408_MG","Quercus alba L.","Massachusetts","Schenob Brook Fen","42.08252","-73.384531","alb","pure"
"422","SYST-MOR-0007129",1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,2e-05,2e-05,0.99989,2e-05,1e-05,1.1e-05,2e-05,1.9e-05,1e-05,1e-05,1e-05,2e-05,"AR_BRP_409_MG","Quercus lyrata Walt.","Arkansas","Burns Park, Little Rock","34.804528","-92.326498","lyr","pure"
"423","SYST-MOR-0007130",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,0,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,0,1e-05,1e-05,1e-05,2e-05,"AR_BRP_410_MG","Quercus macrocarpa Michx.","Arkansas","Burns Park, Little Rock","34.804342","-92.326645","mac","pure"
"424","SYST-MOR-0007131",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,1.5e-05,2e-05,1e-05,2e-05,1.8e-05,1e-05,2.2e-05,1.5e-05,1.2e-05,1e-05,0.99989,0.9999,"AR_BRP_411_MG","Quercus stellata Wangenh.","Arkansas","Burns Park, Little Rock","34.804413","-92.326312","ste","pure"
"425","SYST-MOR-0007132",1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,0,0,0,1e-05,"AR_BRP_412_MG","Quercus macrocarpa Michx.","Arkansas","Burns Park, Little Rock","34.805006","-92.327103","mac","pure"
"426","SYST-MOR-0007133",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,1.2e-05,1.7e-05,2e-05,1e-05,1.6e-05,2e-05,1e-05,1.3e-05,1e-05,0.99989,0.9999,"AR_BRP_413_MG","Quercus stellata Wangenh.","Arkansas","Burns Park, Little Rock","34.805382","-92.327057","ste","pure"
"427","SYST-MOR-0007134",1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,2e-05,2e-05,0.99989,2e-05,1e-05,1.9e-05,2e-05,1.8e-05,1e-05,1e-05,1e-05,2.6e-05,"AR_BRP_414_MG","Quercus lyrata Walt.","Arkansas","Burns Park, Little Rock","34.805731","-92.327413","lyr","pure"
"428","SYST-MOR-0007135",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0.99989,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,2e-05,"AR_BRP_415_MG","Quercus alba L.","Arkansas","Burns Park, Little Rock","34.80591","-92.327568","alb","pure"
