,Group.1,alb.x,bic.x,lob.x,lyr.x,mac.x,mic.x,mon.x,mue.x,pri.x,sin.x,ste.x,stemar.x,mar.x,alb.y,bic.y,lob.y,lyr.y,mac.y,mic.y,mon.y,mue.y,pri.y,sin.y,mar.y,ste.y,stemar.y,colnum,species,state,site,lat,long,sp,hyb,,
344,SYST-MOR-0007047,1.00E-05,0.711069,1.00E-05,1.00E-05,0.288831,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.711069,1.00E-05,1.00E-05,0.288831,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,NY_BIP_327_MG,Quercus macrocarpa Michx.,New York,Buckhorn Island State Park ,43.057823,-78.971293,hyb,hyb,7.11E-01,BC1?
345,SYST-MOR-0007048,2.00E-05,0.059139,1.00E-05,1.00E-05,0.940771,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,2.00E-05,0.059139,1.00E-05,1.00E-05,0.940771,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,NY_BIP_328_MG,Quercus macrocarpa Michx.,New York,Buckhorn Island State Park ,43.059487,-78.972202,hyb,hyb,9.41E-01,>0.74
347,SYST-MOR-0007050,1.10E-05,0.60448,1.00E-05,1.00E-05,0.395429,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.10E-05,0.60448,1.00E-05,1.00E-05,0.395429,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,NY_BIP_330_MG,Quercus macrocarpa Michx.,New York,Buckhorn Island State Park ,43.061137,-78.973082,hyb,hyb,6.04E-01,BC1?
349,SYST-MOR-0007052,0.225733,0.770025,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.254806,0.809479,2.00E-05,2.00E-05,0.057164,1.00E-05,1.10E-05,2.00E-05,1.00E-05,1.00E-05,1.50E-05,1.00E-05,2.50E-05,NY_BIP_332_MG,Quercus bicolor Willd.,New York,Buckhorn Island State Park ,43.057171,-78.985856,hyb,hyb,7.70E-01,>0.74
352,SYST-MOR-0007055,1.00E-05,0.808792,1.00E-05,1.00E-05,0.183206,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,0.888734,2.00E-05,2.00E-05,0.233129,1.40E-05,1.00E-05,2.00E-05,1.50E-05,1.40E-05,1.00E-05,1.00E-05,2.00E-05,NY_BIP_335_MG,Quercus bicolor Willd.,New York,Buckhorn Island State Park ,43.056548,-78.983166,hyb,hyb,8.09E-01,>0.74
353,SYST-MOR-0007056,1.00E-05,0.529717,1.00E-05,2.00E-05,0.470173,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0.529717,1.00E-05,2.00E-05,0.470173,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,NY_BIP_336_MG,Quercus macrocarpa Michx.,New York,Buckhorn Island State Park ,43.056674,-78.981437,hyb,hyb,5.30E-01,F1
354,SYST-MOR-0007057,1.00E-05,0.996249,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,0.9999,2.00E-05,0.003661,0.049746,1.00E-05,1.40E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,NY_BIP_337_MG,Quercus bicolor Willd.,New York,Buckhorn Island State Park ,43.056245,-78.978698,hyb,hyb,9.96E-01,>0.74
356,SYST-MOR-0007060,1.00E-05,0.968027,1.00E-05,1.00E-05,0.02798,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,0.9999,2.00E-05,2.00E-05,0.111711,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,NY_BIP_340_MG,Quercus bicolor Willd.,New York,Buckhorn Island State Park ,43.055681,-78.974019,hyb,hyb,9.68E-01,>0.74
362,SYST-MOR-0007067,2.00E-05,0.108834,1.00E-05,1.00E-05,0.698262,1.00E-05,1.00E-05,0.192809,1.00E-05,0,0,1.00E-05,0,2.00E-05,0.108834,1.00E-05,1.00E-05,0.698262,1.00E-05,1.00E-05,0.192809,1.00E-05,0,0,0,1.00E-05,NY_SSP_347_MG,Quercus macrocarpa Michx.,New York,Sampson State Park ,42.740713,-76.904985,hyb,hyb,6.98E-01,BC1?
363,SYST-MOR-0007068,0,0.805458,1.00E-05,1.00E-05,0.194442,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0.805458,1.00E-05,1.00E-05,0.194442,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,NY_SSP_348_MG,Quercus macrocarpa Michx.,New York,Sampson State Park ,42.741551,-76.901053,hyb,hyb,8.05E-01,>0.74
369,SYST-MOR-0007074,1.00E-05,0.038052,1.00E-05,1.00E-05,0.961858,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,0.038052,1.00E-05,1.00E-05,0.961858,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,NY_CMB_354_MG,Quercus macrocarpa Michx.,New York,Chaumont Barrens Nature Preserve ,44.098673,-76.078697,hyb,hyb,9.62E-01,>0.74
372,SYST-MOR-0007077,0.4946,1.00E-05,1.00E-05,1.00E-05,0.446026,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,0.57793,1.00E-05,2.00E-05,1.00E-05,0.541082,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0,2.00E-05,NY_CMB_357_MG,Quercus alba L.,New York,Chaumont Barrens Nature Preserve ,44.0979,-76.080361,hyb,hyb,4.95E-01,F1
373,SYST-MOR-0007078,0.884012,1.00E-05,1.00E-05,1.00E-05,0.088168,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.60E-05,0,0.915229,2.00E-05,1.00E-05,1.00E-05,0.127365,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,NY_CMB_358_MG,Quercus alba L.,New York,Chaumont Barrens Nature Preserve ,44.099964,-76.07571,hyb,hyb,8.84E-01,>0.74
377,SYST-MOR-0007082,0.155204,1.00E-05,1.00E-05,1.00E-05,0.844696,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.155204,1.00E-05,1.00E-05,1.00E-05,0.844696,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,VT_DHT_362_MG,Quercus macrocarpa Michx.,Vermont,Delaware Hudson Rail Trail,43.601897,-73.181963,hyb,hyb,8.45E-01,>0.74
378,SYST-MOR-0007083,0.145526,0.146614,1.00E-05,1.00E-05,0.70779,0,0,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.145526,0.146614,1.00E-05,1.00E-05,0.70779,0,0,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,VT_DHT_363_MG,Quercus macrocarpa Michx.,Vermont,Delaware Hudson Rail Trail,43.600835,-73.182905,hyb,hyb,7.08E-01,BC1?
383,SYST-MOR-0007088,1.00E-05,0.043313,1.00E-05,1.00E-05,0.956587,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0.043313,1.00E-05,1.00E-05,0.956587,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,0,1.00E-05,VT_DHT_368_MG,Quercus macrocarpa Michx.,Vermont,Delaware Hudson Rail Trail,43.598003,-73.186823,hyb,hyb,9.57E-01,>0.74
394,SYST-MOR-0007099,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999889,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,0.00024,2.00E-05,2.00E-05,1.00E-05,1.50E-05,0.010091,0.99989,1.30E-05,1.30E-05,1.00E-05,2.30E-05,NY_APB_379_MG,Quercus prinoides Willd.,New York,Albany Pine Bush Preserve,42.718048,-73.855642,hyb,hyb,1.00E+00,>0.74
395,SYST-MOR-0007100,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.50E-05,1.00E-05,1.30E-05,0.013419,0.99989,1.00E-05,1.00E-05,1.00E-05,2.00E-05,NY_APB_380_MG,Quercus prinoides Willd.,New York,Albany Pine Bush Preserve,42.717212,-73.855943,hyb,hyb,1.00E+00,>0.74
398,SYST-MOR-0007104,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.20E-05,2.00E-05,2.00E-05,1.00E-05,1.00E-05,0.01582,0.99989,1.50E-05,1.00E-05,1.00E-05,2.00E-05,NY_APB_384_MG,Quercus prinoides Willd.,New York,Albany Pine Bush Preserve,42.716001,-73.853819,hyb,hyb,1.00E+00,>0.74
401,SYST-MOR-0007107,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.428862,0.293263,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.20E-05,1.30E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,0.577354,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MA_BTC_387_MG,Quercus muehlenbergii Engelm.,Massachusetts,Bartholomew's Cobble,42.056035,-73.350217,hyb,hyb,4.29E-01,F1
402,SYST-MOR-0007108,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.90E-05,0,0,0.679482,0.320418,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,2.00E-05,1.00E-05,2.10E-05,1.00E-05,1.00E-05,0.753917,0.999871,1.00E-05,2.00E-05,1.00E-05,3.00E-05,MA_BTC_388_MG,Quercus muehlenbergii Engelm.,Massachusetts,Bartholomew's Cobble,42.055943,-73.350234,hyb,hyb,6.79E-01,BC1?
404,SYST-MOR-0007110,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0.791984,0.207926,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.9999,0.251578,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MA_BTC_390_MG,Quercus muehlenbergii Engelm.,Massachusetts,Bartholomew's Cobble,42.055817,-73.350211,hyb,hyb,7.92E-01,>0.74
405,SYST-MOR-0007111,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999889,1.00E-05,0,1.00E-05,0,1.00E-05,2.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,0.99989,1.00E-05,1.10E-05,1.00E-05,2.10E-05,MA_BTC_391_MG,Quercus muehlenbergii Engelm.,Massachusetts,Bartholomew's Cobble,42.056042,-73.350957,hyb,hyb,1.00E+00,>0.74
407,SYST-MOR-0007114,0.06653,1.00E-05,2.00E-05,1.00E-05,0.93337,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.06653,1.00E-05,2.00E-05,1.00E-05,0.93337,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,MA_NMK_394_MG,Quercus macrocarpa Michx.,Massachusetts,Naumkaeg,42.287503,-73.315912,hyb,hyb,9.33E-01,>0.74
412,SYST-MOR-0007119,0,0.039574,1.00E-05,1.00E-05,0.960334,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,1.20E-05,0,0,0.039574,1.00E-05,1.00E-05,0.960334,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,0,1.20E-05,MA_LKN_399_MG,Quercus macrocarpa Michx.,Massachusetts,Mass Audubon Lime Kiln Farm ,42.08412,-73.367427,hyb,hyb,9.60E-01,>0.74
417,SYST-MOR-0007124,1.00E-05,0.220851,2.00E-05,1.00E-05,0.779049,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.220851,2.00E-05,1.00E-05,0.779049,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MA_SBF_404_MG,Quercus macrocarpa Michx.,Massachusetts,Schenob Brook Fen,42.084218,-73.385464,hyb,hyb,7.79E-01,>0.74
420,SYST-MOR-0007127,1.00E-05,0,1.00E-05,0,0.914686,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.914686,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MA_SBF_407_MG,Quercus macrocarpa Michx.,Massachusetts,Schenob Brook Fen,42.084996,-73.385541,hyb,hyb,9.15E-01,>0.74
451,SYST-MOR-0007158,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.10E-05,1.00E-05,1.80E-05,2.00E-05,1.00E-05,0.01897,0.99989,1.00E-05,0.9999,TX_PLM_438_MG,Quercus margaretiae Ashe ex Small,Texas,Palmetto State Park,29.597151,-97.584878,hyb,hyb,1.00E+00,>0.74
462,SYST-MOR-0007169,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,2.00E-05,2.00E-05,1.00E-05,1.00E-05,1.50E-05,1.00E-05,1.00E-05,1.40E-05,1.00E-05,0.619419,0.380476,0.999895,TX_CHP_449_MG,Quercus stellata Wangenh.,Texas,Cedar Hill State Park ,32.637725,-96.977414,hyb,hyb,1.00E+00,>0.74
463,SYST-MOR-0007170,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.246455,0.896142,0.99989,0.9999,TX_CHP_450_MG,Quercus stellata Wangenh.,Texas,Cedar Hill State Park ,32.638171,-96.97767,hyb,hyb,1.00E+00,>0.74
465,SYST-MOR-0007172,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.999889,0,2.00E-05,1.50E-05,2.00E-05,2.00E-05,2.00E-05,0.000719,1.00E-05,2.00E-05,1.00E-05,1.10E-05,0.99989,0.99989,0.9999,TX_CHP_452_MG,Quercus stellata Wangenh.,Texas,Cedar Hill State Park ,32.637915,-96.978443,hyb,hyb,1.00E+00,>0.74
466,SYST-MOR-0007173,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0.99989,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,1.00E-05,0.002602,2.00E-05,1.80E-05,1.30E-05,0.704707,0.99988,0.9999,TX_CHP_453_MG,Quercus stellata Wangenh.,Texas,Cedar Hill State Park ,32.638394,-96.979086,hyb,hyb,1.00E+00,>0.74
468,SYST-MOR-0007175,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0.99989,0,2.00E-05,2.00E-05,1.00E-05,1.00E-05,2.50E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.771227,0.228668,0.999895,TX_CHP_455_MG,Quercus stellata Wangenh.,Texas,Cedar Hill State Park ,32.634978,-96.979733,hyb,hyb,1.00E+00,>0.74
484,SYST-MOR-0007191,1.00E-05,0.52092,1.00E-05,1.00E-05,0.458864,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,0.574522,2.00E-05,1.00E-05,0.58396,1.60E-05,1.50E-05,2.00E-05,1.00E-05,1.40E-05,1.00E-05,1.10E-05,2.10E-05,IL_RCA_471_MG,Quercus bicolor Willd.,Illinois,Ryerson Conservation Area,42.180086,-87.906421,hyb,hyb,5.21E-01,F1
494,SYST-MOR-0007202,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999881,1.00E-05,0,0,1.00E-05,0,2.00E-05,2.00E-05,1.20E-05,2.00E-05,2.90E-05,1.00E-05,1.00E-05,0.9999,0.017612,1.90E-05,1.00E-05,0,1.00E-05,IN_MWT_482_MG,Quercus muehlenbergii Engelm.,Indiana,McCormick Woods Trail ,40.438383,-86.930811,hyb,hyb,1.00E+00,>0.74
497,SYST-MOR-0007205,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.00E-05,0.000395,2.00E-05,1.90E-05,1.00E-05,0.9999,0.015991,1.30E-05,1.00E-05,1.00E-05,2.00E-05,IN_TYL_485_MG,Quercus muehlenbergii Engelm.,Indiana,Taylor Wilderness,40.457291,-85.509987,hyb,hyb,1.00E+00,>0.74
506,SYST-MOR-0007215,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.30E-05,2.00E-05,2.00E-05,2.50E-05,1.80E-05,1.00E-05,0.9999,0.019013,1.00E-05,1.00E-05,1.90E-05,2.90E-05,IN_TYL_495_MG,Quercus muehlenbergii Engelm.,Indiana,Taylor Wilderness,40.457023,-85.508851,hyb,hyb,1.00E+00,>0.74
509,SYST-MOR-0007218,0.568376,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.407612,1.00E-05,1.00E-05,0,1.00E-05,0,0.592281,2.60E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.10E-05,0.431524,1.70E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,IN_TYL_498_MG,Quercus muehlenbergii Engelm.,Indiana,Taylor Wilderness,40.45697,-85.508489,hyb,hyb,5.68E-01,F1
516,SYST-MOR-0007225,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.20E-05,1.00E-05,1.00E-05,0.999888,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,2.00E-05,1.00E-05,2.00E-05,1.00E-05,1.40E-05,0.99989,0.015979,1.00E-05,1.00E-05,1.00E-05,2.00E-05,IN_LCP_505_MG,Quercus muehlenbergii Engelm.,Indiana,Lower Cascades Park ,39.196261,-86.53707,hyb,hyb,1.00E+00,>0.74
526,SYST-MOR-0007235,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.560883,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.60E-05,0.999884,0.439017,0,0,0,1.00E-05,OH_STR_515_MG,Quercus muehlenbergii Engelm.,Ohio,Strouds Run State Park,39.346829,-82.036902,hyb,hyb,5.61E-01,F1
629,SYST-MOR-0007435,0,0.156171,1.00E-05,1.50E-05,0.843726,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0,0.156171,1.00E-05,1.50E-05,0.843726,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,MI-MG662,Quercus macrocarpa Michx.,Michigan,"Pinconning Park, Campground",43.85351,-83.92468,hyb,hyb,8.44E-01,>0.74
630,SYST-MOR-0007436,1.00E-05,0.420414,2.00E-05,1.00E-05,0.579478,0,0,1.00E-05,1.00E-05,1.30E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.420414,2.00E-05,1.00E-05,0.579478,0,0,1.00E-05,1.00E-05,1.30E-05,1.00E-05,1.00E-05,2.00E-05,MI-MG663,Quercus macrocarpa Michx.,Michigan,"Pinconning Park, Campground",43.85323,-83.923,hyb,hyb,5.79E-01,F1
632,SYST-MOR-0007438,1.00E-05,0.040128,1.00E-05,1.00E-05,0.959772,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.040128,1.00E-05,1.00E-05,0.959772,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MI-MG665,Quercus macrocarpa Michx.,Michigan,"Pinconning Park, Ed Donnelly Trail entrance",43.85258,-83.92463,hyb,hyb,9.60E-01,>0.74
633,SYST-MOR-0007439,0,0.463136,1.00E-05,1.00E-05,0.536763,0,1.00E-05,3.00E-05,1.00E-05,1.10E-05,0,1.00E-05,0,0,0.463136,1.00E-05,1.00E-05,0.536763,0,1.00E-05,3.00E-05,1.00E-05,1.10E-05,0,0,1.00E-05,MI-MG666,Quercus macrocarpa Michx.,Michigan,"Pinconning Park, Ed Donnelly Trail",43.85009,-83.92375,hyb,hyb,5.37E-01,F1
636,SYST-MOR-0007442,2.00E-05,0.308704,1.00E-05,1.00E-05,0.691196,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,0.308704,1.00E-05,1.00E-05,0.691196,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,MI-MG669,Quercus macrocarpa Michx.,Michigan,"Pinconning Park, Campground",43.85426,-83.92468,hyb,hyb,6.91E-01,BC1?
637,SYST-MOR-0007443,2.00E-05,0.235051,1.00E-05,1.00E-05,0.764853,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,2.00E-05,0.235051,1.00E-05,1.00E-05,0.764853,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,MI-MG670,Quercus macrocarpa Michx.,Michigan,"Pinconning Park, By cabins",43.85505,-83.92502,hyb,hyb,7.65E-01,>0.74
639,SYST-MOR-0007445,0,0.023424,1.00E-05,1.00E-05,0.974836,0,1.00E-05,0.00166,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0.023424,1.00E-05,1.00E-05,0.974836,0,1.00E-05,0.00166,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MI-MG672,Quercus macrocarpa Michx.,Michigan,"Pinconning Park, Campground",43.85714,-83.92524,hyb,hyb,9.75E-01,>0.74
691,SYST-MOR-0007497,2.00E-05,1.00E-05,0.056531,1.00E-05,0.943369,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,0.056531,1.00E-05,0.943369,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,JCB-SD-SPF-1012,Quercus macrocarpa Michx.,South Dakota,heading towards Spearfish,44.49133,-103.80895,hyb,hyb,9.43E-01,>0.74
692,SYST-MOR-0007498,1.00E-05,1.00E-05,0.040459,1.00E-05,0.959451,1.00E-05,1.00E-05,0,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.040459,1.00E-05,0.959451,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,0,2.00E-05,JCB-SD-SPF-1013,Quercus macrocarpa Michx.,South Dakota,heading towards Spearfish,44.48498,-103.82365,hyb,hyb,9.59E-01,>0.74
693,SYST-MOR-0007499,0,1.00E-05,0.047602,1.00E-05,0.952298,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,1.00E-05,0.047602,1.00E-05,0.952298,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,JCB-SD-SPF-1014,Quercus macrocarpa Michx.,South Dakota,heading towards Spearfish,44.4799,-103.83084,hyb,hyb,9.52E-01,>0.74
695,SYST-MOR-0007501,1.00E-05,1.00E-05,0.026287,1.00E-05,0.973613,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.026287,1.00E-05,0.973613,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,2.00E-05,JCB-SD-SPF-1016,Quercus macrocarpa Michx.,South Dakota,heading towards Spearfish,44.46733,-103.84975,hyb,hyb,9.74E-01,>0.74
696,SYST-MOR-0007502,1.00E-05,1.00E-05,0.047842,1.00E-05,0.952058,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,0.047842,1.00E-05,0.952058,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,0,1.00E-05,JCB-SD-SPF-1017,Quercus macrocarpa Michx.,South Dakota,In the Black Hills State Park - Spearfish,44.46308,-103.85467,hyb,hyb,9.52E-01,>0.74
697,SYST-MOR-0007503,1.00E-05,1.00E-05,0.062167,1.00E-05,0.937731,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,0.062167,1.00E-05,0.937731,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,JCB-SD-SPF-1018,Quercus macrocarpa Michx.,South Dakota,In the Black Hills State Park - Spearfish,44.45616,-103.86291,hyb,hyb,9.38E-01,>0.74
698,SYST-MOR-0007504,2.00E-05,1.00E-05,0.056876,1.00E-05,0.923864,1.00E-05,0.01917,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,0.056876,1.00E-05,0.923864,1.00E-05,0.01917,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,JCB-SD-SPF-1019,Quercus macrocarpa Michx.,South Dakota,In the Black Hills State Park - Spearfish,44.45053,-103.86419,hyb,hyb,9.24E-01,>0.74
699,SYST-MOR-0007505,1.00E-05,1.00E-05,0.030252,1.00E-05,0.969648,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,0.030252,1.00E-05,0.969648,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,JCB-SD-SPF-1020,Quercus macrocarpa Michx.,South Dakota,In the Black Hills State Park - Spearfish,44.4337,-103.87411,hyb,hyb,9.70E-01,>0.74
1,SRR14632920,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,0.9999,2.00E-05,2.00E-05,1.20E-05,1.70E-05,2.00E-05,1.30E-05,1.40E-05,1.00E-05,1.20E-05,2.20E-05,,Quercus lobata  Nee.,,,NA,NA,lob,pure,1.00E+00,pure
2,SRR14632922,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,0.999899,2.00E-05,2.00E-05,1.00E-05,1.40E-05,2.40E-05,1.00E-05,1.00E-05,1.30E-05,1.00E-05,2.30E-05,,Quercus lobata  Nee.,,,NA,NA,lob,pure,1.00E+00,pure
